key,en,ar,notes
shippingOptionTypes.delete.confirmation,"You are about to delete the shipping option type ""{{label}}"". This action cannot be undone.",,
shippingOptionTypes.delete.successToast,"Shipping option type ""{{label}}"" was successfully deleted.",,
shippingOptionTypes.domain,Shipping Option Types,,
shippingOptionTypes.edit.header,Edit Shipping Option Type,,
shippingOptionTypes.edit.successToast,Shipping option type {{label}} was successfully updated.,,
shippingOptionTypes.fields.code,Code,,
shippingOptionTypes.fields.description,Description,,
shippingOptionTypes.fields.label,Label,,
shippingOptionTypes.subtitle,Organize your shipping options into types.,,
shippingProfile.create.header,Create Shipping Profile,إنشاء ملف تعريف الشحن,
shippingProfile.create.hint,Create a new shipping profile to group products with similar shipping requirements.,إنشاء ملف تعريف شحن جديد لتجميع المنتجات ذات متطلبات الشحن المماثلة.,
shippingProfile.create.successToast,Shipping profile {{name}} was successfully created.,تم إنشاء ملف تعريف الشحن {{name}} بنجاح.,
shippingProfile.delete.description,You are about to delete the shipping profile {{name}}. This action cannot be undone.,أنت على وشك حذف ملف تعريف الشحن {{name}}. لا يمكن التراجع عن هذا الإجراء.,
shippingProfile.delete.successToast,Shipping profile {{name}} was successfully deleted.,تم حذف ملف تعريف الشحن {{name}} بنجاح.,
shippingProfile.delete.title,Delete Shipping Profile,حذف ملف تعريف الشحن,
shippingProfile.domain,Shipping Profiles,ملفات تعريف الشحن,
shippingProfile.subtitle,Group products with similar shipping requirements into profiles.,تجميع المنتجات ذات متطلبات الشحن المماثلة في ملفات تعريف.,
shippingProfile.tooltip.type,"Enter shipping profile type, for example: Heavy, Oversized, Freight-only, etc.",أدخل نوع ملف تعريف الشحن، على سبيل المثال: ثقيل، كبير الحجم، للشحن فقط، إلخ.,
statuses.active,Active,نشط,
statuses.disabled,Disabled,معطل,
statuses.draft,Draft,مسودة,
statuses.enabled,Enabled,ممكّن,
statuses.expired,Expired,منتهي,
statuses.inactive,Inactive,معطل,
statuses.scheduled,Scheduled,مجدول,
stockLocations.create.header,Create Stock Location,إنشاء موقع مخزون,
stockLocations.create.hint,A stock location is a physical site where products are stored and shipped from.,موقع المخزون هو موقع فعلي يتم فيه تخزين المنتجات وشحنها.,
stockLocations.create.successToast,Location {{name}} was successfully created.,تم إنشاء الموقع {{name}} بنجاح.,
stockLocations.delete.confirmation,"You are about to delete the stock location ""{{name}}"". This action cannot be undone.",أنت على وشك حذف موقع المخزون {{name}}. لا يمكن التراجع عن هذا الإجراء.,
stockLocations.delete.successToast,"Location ""{{name}}"" was successfully deleted.",,
stockLocations.domain,Locations & Shipping,المواقع والشحن,
stockLocations.edit.header,Edit Stock Location,تحرير موقع المخزون,
stockLocations.edit.successToast,Location {{name}} was successfully updated.,تم تحديث الموقع {{name}} بنجاح.,
stockLocations.edit.viewInventory,View inventory,عرض المخزون,
stockLocations.fulfillmentProviders.action,Connect Providers,توصيل المزودين,
stockLocations.fulfillmentProviders.connectedTo,Connected to {{count}} of {{total}} fulfillment providers,متصل بـ {{count}} من {{total}} مزودي التنفيذ,
stockLocations.fulfillmentProviders.header,Fulfillment Providers,مزودي التنفيذ,
stockLocations.fulfillmentProviders.label,Connected fulfillment providers,مزودي التنفيذ المتصلين,
stockLocations.fulfillmentProviders.noProviders,This Stock Location is not connected to any fulfillment providers.,هذا الموقع المخزون غير متصل بأي مزودي تنفيذ.,
stockLocations.fulfillmentProviders.shippingOptionsTooltip,This dropdown will only consist of providers enabled for this location. Add them to the location if the dropdown is disabled.,سيحتوي هذا القائمة المنسدلة فقط على المزودين الممكّنين لهذا الموقع. أضفهم إلى الموقع إذا كانت القائمة المنسدلة معطلة.,
stockLocations.fulfillmentProviders.successToast,Fulfillment providers for stock location were successfully updated.,تم تحديث مزودي التنفيذ لموقع المخزون بنجاح.,
stockLocations.fulfillmentSets.disable.confirmation,"Are you sure that you want to disable ""{{name}}""? This will delete all associated service zones and shipping options, and cannot be undone.",هل أنت متأكد أنك تريد تعطيل {{name}}؟ سيؤدي ذلك إلى حذف جميع مناطق الخدمة وخيارات الشحن المرتبطة، ولا يمكن التراجع عن هذا الإجراء.,
stockLocations.fulfillmentSets.disable.pickup,Pickup was successfully disabled.,تم تعطيل الاستلام بنجاح.,
stockLocations.fulfillmentSets.disable.shipping,Shipping was successfully disabled.,تم تعطيل الشحن بنجاح.,
stockLocations.fulfillmentSets.enable.pickup,Pickup was successfully enabled.,تم تمكين الاستلام بنجاح.,
stockLocations.fulfillmentSets.enable.shipping,Shipping was successfully enabled.,تم تمكين الشحن بنجاح.,
stockLocations.fulfillmentSets.pickup.header,Pickup,الاستلام,
stockLocations.fulfillmentSets.shipping.header,Shipping,الشحن,
stockLocations.list.description,Manage your store's stock locations and shipping options.,إدارة مواقع المخزون وخيارات الشحن لمتجرك.,
stockLocations.list.noRecordsMessage,No records,,
stockLocations.list.noRecordsMessageEmpty,No locations found,,
stockLocations.list.noRecordsMessageFiltered,No locations found matching the filters,,
stockLocations.pickupOptions.edit.header,Edit Pickup Option,,
stockLocations.salesChannels.action,Connect sales channels,توصيل قنوات البيع,
stockLocations.salesChannels.connectedTo,Connected to {{count}} of {{total}} sales channels,متصل بـ {{count}} من {{total}} قنوات البيع,
stockLocations.salesChannels.header,Sales Channels,قنوات البيع,
stockLocations.salesChannels.hint,Manage the sales channels that are connected to this location.,,
stockLocations.salesChannels.label,Connected sales channels,قنوات البيع المتصلة,
stockLocations.salesChannels.noChannels,The location is not connected to any sales channels.,الموقع غير متصل بأي قنوات بيع.,
stockLocations.salesChannels.successToast,Sales channels were successfully updated.,تم تحديث قنوات البيع بنجاح.,
stockLocations.serviceZones.create.action,Create service zone,إنشاء منطقة خدمة,
stockLocations.serviceZones.create.headerPickup,Create Service Zone for Pickup from {{location}},إنشاء منطقة خدمة للاستلام من {{location}},
stockLocations.serviceZones.create.headerShipping,Create Service Zone for Shipping from {{location}},إنشاء منطقة خدمة للشحن من {{location}},
stockLocations.serviceZones.create.successToast,Service zone {{name}} was successfully created.,تم إنشاء منطقة الخدمة {{name}} بنجاح.,
stockLocations.serviceZones.delete.confirmation,"You are about to delete the service zone ""{{name}}"". This action cannot be undone.",أنت على وشك حذف منطقة الخدمة {{name}}. لا يمكن التراجع عن هذا الإجراء.,
stockLocations.serviceZones.delete.successToast,Service zone {{name}} was successfully deleted.,تم حذف منطقة الخدمة {{name}} بنجاح.,
stockLocations.serviceZones.edit.header,Edit Service Zone,تحرير منطقة الخدمة,
stockLocations.serviceZones.edit.successToast,Service zone {{name}} was successfully updated.,تم تحديث منطقة الخدمة {{name}} بنجاح.,
stockLocations.serviceZones.fields.noRecords,There are no service zones to add shipping options to.,لا توجد مناطق خدمة لإضافة خيارات الشحن إليها.,
stockLocations.serviceZones.fields.tip,A service zone is a collection of geographical zones or areas. It's used to restrict available shipping options to a defined set of locations.,منطقة الخدمة هي مجموعة من المناطق الجغرافية. تُستخدم لتقييد خيارات الشحن المتاحة لمجموعة محددة من المواقع.,
stockLocations.serviceZones.manageAreas.action,Manage areas,إدارة المناطق,
stockLocations.serviceZones.manageAreas.header,Manage Areas for {{name}},إدارة المناطق لـ {{name}},
stockLocations.serviceZones.manageAreas.hint,Select the geographical areas that the service zone covers.,اختر المناطق الجغرافية التي تغطيها منطقة الخدمة.,
stockLocations.serviceZones.manageAreas.label,Areas,المناطق,
stockLocations.serviceZones.manageAreas.successToast,Areas for {{name}} were successfully updated.,تم تحديث المناطق لـ {{name}} بنجاح.,
stockLocations.shippingOptions.conditionalPrices.actions.addPrice,Add price,إضافة سعر,
stockLocations.shippingOptions.conditionalPrices.actions.manageConditionalPrices,Manage conditional prices,إدارة الأسعار المخصصة,
stockLocations.shippingOptions.conditionalPrices.attributes.cartItemTotal,Cart item total,إجمالي عناصر السلة,
stockLocations.shippingOptions.conditionalPrices.customRules.eq,Cart item total must equal,يساوي,
stockLocations.shippingOptions.conditionalPrices.customRules.gt,Cart item total must be greater than,أكبر من,
stockLocations.shippingOptions.conditionalPrices.customRules.label,Custom rules,قواعد مخصصة,
stockLocations.shippingOptions.conditionalPrices.customRules.lt,Cart item total must be less than,أقل من,
stockLocations.shippingOptions.conditionalPrices.customRules.tooltip,This conditional price has rules that cannot be managed in the dashboard.,إضافة قواعد مخصصة لتحديد الأسعار بناءً على المنتجات الموجودة في السلة.,
stockLocations.shippingOptions.conditionalPrices.description,Manage the conditional prices for this shipping option based on the cart item total.,إضافة قواعد مخصصة لتحديد الأسعار بناءً على المنتجات الموجودة في السلة.,
stockLocations.shippingOptions.conditionalPrices.errors.amountRequired,Shipping option price is required,يجب أن يكون الحد موجود.,
stockLocations.shippingOptions.conditionalPrices.errors.duplicateAmount,Shipping option price must be unique for each condition,لا يمكن أن يكون الحد متساوياً لقواعد مخصصة أخرى.,
stockLocations.shippingOptions.conditionalPrices.errors.minGreaterThanMax,Minimum cart item total must be less than or equal to maximum cart item total,لا يمكن أن يكون الحد الأدنى أكبر من الحد الأعلى.,
stockLocations.shippingOptions.conditionalPrices.errors.minOrMaxRequired,At least one of minimum or maximum cart item total must be provided,يجب أن يكون الحد الأدنى أو الحد الأعلى موجود.,
stockLocations.shippingOptions.conditionalPrices.errors.overlappingConditions,Conditions must be unique across all price rules,لا يمكن أن يكون الحد الأدنى أكبر من الحد الأعلى.,
stockLocations.shippingOptions.conditionalPrices.header,Conditional Prices for {{name}},قواعد الأسعار المخصصة,
stockLocations.shippingOptions.conditionalPrices.rules.amount,Shipping option price,الحد,
stockLocations.shippingOptions.conditionalPrices.rules.gte,Minimum cart item total,أكبر من أو يساوي,
stockLocations.shippingOptions.conditionalPrices.rules.lte,Maximum cart item total,أقل من أو يساوي,
stockLocations.shippingOptions.conditionalPrices.summaries.greaterThan,If <0>{{attribute}}</0> ≥ <1>{{gte}}</1>,أكبر من,
stockLocations.shippingOptions.conditionalPrices.summaries.lessThan,If <0>{{attribute}}</0> ≤ <1>{{lte}}</1>,أقل من,
stockLocations.shippingOptions.conditionalPrices.summaries.range,If <0>{{attribute}}</0> is between <1>{{gte}}</1> and <2>{{lte}}</2>,في النطاق,
stockLocations.shippingOptions.create.action,Create option,إنشاء الخيار,
stockLocations.shippingOptions.create.pickup.header,Create Pickup Option for {{zone}},,
stockLocations.shippingOptions.create.pickup.hint,Create a new pickup option to define how products are picked up from this location.,,
stockLocations.shippingOptions.create.pickup.label,Pickup options,,
stockLocations.shippingOptions.create.pickup.successToast,Pickup option {{name}} was successfully created.,,
stockLocations.shippingOptions.create.returns.header,Create a Return Option for {{zone}},إنشاء خيار إرجاع لـ {{zone}},
stockLocations.shippingOptions.create.returns.hint,Create a new return option to define how products are returned to this location.,إنشاء خيار إرجاع جديد لتحديد كيفية إرجاع المنتجات إلى هذا الموقع.,
stockLocations.shippingOptions.create.returns.label,Return options,خيارات الإرجاع,
stockLocations.shippingOptions.create.returns.successToast,Return option {{name}} was successfully created.,تم إنشاء خيار الإرجاع {{name}} بنجاح.,
stockLocations.shippingOptions.create.shipping.header,Create Shipping Option for {{zone}},إنشاء خيار شحن لـ {{zone}},
stockLocations.shippingOptions.create.shipping.hint,Create a new shipping option to define how products are shipped from this location.,إنشاء خيار شحن جديد لتحديد كيفية شحن المنتجات من هذا الموقع.,
stockLocations.shippingOptions.create.shipping.label,Shipping options,خيارات الشحن,
stockLocations.shippingOptions.create.shipping.successToast,Shipping option {{name}} was successfully created.,تم إنشاء خيار الشحن {{name}} بنجاح.,
stockLocations.shippingOptions.create.tabs.details,Details,التفاصيل,
stockLocations.shippingOptions.create.tabs.prices,Prices,الأسعار,
stockLocations.shippingOptions.delete.confirmation,"You are about to delete the shipping option ""{{name}}"". This action cannot be undone.",أنت على وشك حذف خيار الشحن {{name}}. لا يمكن التراجع عن هذا الإجراء.,
stockLocations.shippingOptions.delete.successToast,Shipping option {{name}} was successfully deleted.,تم حذف خيار الشحن {{name}} بنجاح.,
stockLocations.shippingOptions.edit.action,Edit option,تحرير الخيار,
stockLocations.shippingOptions.edit.header,Edit Shipping Option,تحرير خيار الشحن,
stockLocations.shippingOptions.edit.successToast,Shipping option {{name}} was successfully updated.,تم تحديث خيار الشحن {{name}} بنجاح.,
stockLocations.shippingOptions.fields.count.pickup_one,{{count}} pickup option,,
stockLocations.shippingOptions.fields.count.pickup_other,{{count}} pickup options,,
stockLocations.shippingOptions.fields.count.returns_one,{{count}} return option,{{count}} خيار إرجاع,
stockLocations.shippingOptions.fields.count.returns_other,{{count}} return options,{{count}} خيارات إرجاع,
stockLocations.shippingOptions.fields.count.shipping_one,{{count}} shipping option,{{count}} خيار شحن,
stockLocations.shippingOptions.fields.count.shipping_other,{{count}} shipping options,{{count}} خيارات شحن,
stockLocations.shippingOptions.fields.enableInStore.hint,Whether customers can use this option during checkout.,ما إذا كان يمكن للعملاء استخدام هذا الخيار أثناء الدفع.,
stockLocations.shippingOptions.fields.enableInStore.label,Enable in store,تمكين في المتجر,
stockLocations.shippingOptions.fields.fulfillmentOption,Fulfillment option,خيار التنفيذ,
stockLocations.shippingOptions.fields.priceType.label,Price type,نوع السعر,
stockLocations.shippingOptions.fields.priceType.options.calculated.hint,The shipping option's price is calculated by the fulfillment provider during checkout.,سعر خيار الشحن محسوب بواسطة مزود التنفيذ أثناء الدفع.,
stockLocations.shippingOptions.fields.priceType.options.calculated.label,Calculated,محسوب,
stockLocations.shippingOptions.fields.priceType.options.fixed.hint,The shipping option's price is fixed and does not change based on the order's contents.,سعر خيار الشحن ثابت ولا يتغير بناءً على محتويات الطلب.,
stockLocations.shippingOptions.fields.priceType.options.fixed.label,Fixed,ثابت,
stockLocations.shippingOptions.fields.profile,Shipping profile,ملف تعريف الشحن,
stockLocations.shippingOptions.fields.provider,Fulfillment provider,مزود التنفيذ,
stockLocations.shippingOptions.fields.type,Shipping option type,,
stockLocations.shippingOptions.pricing.action,Edit prices,تحرير الأسعار,
stockLocations.sidebar.header,Shipping Configuration,تكوين الشحن,
stockLocations.sidebar.shippingOptionTypes.description,Group shipping options by types,,
stockLocations.sidebar.shippingOptionTypes.label,Shipping Option Types,,
stockLocations.sidebar.shippingProfiles.description,Group products by shipping requirements,تجميع المنتجات حسب متطلبات الشحن,
stockLocations.sidebar.shippingProfiles.label,Shipping Profiles,ملفات تعريف الشحن,
store.addCurrencies,Add currencies,إضافة عملات,
store.currencies,Currencies,العملات,
store.currencyAlreadyAdded,The currency has already been added to your store.,تمت إضافة العملة بالفعل إلى متجرك.,
store.defaultCurrency,Default currency,العملة الافتراضية,
store.defaultLocale,Default locale,,
store.defaultLocation,Default location,,
store.defaultRegion,Default region,المنطقة الافتراضية,
store.defaultSalesChannel,Default sales channel,,
store.disableTaxInclusivePricing,Disable tax inclusive pricing,تعطيل التسعير الشامل للضرائب,
store.domain,Store,المتجر,
store.edit.header,Edit Store,تحرير المتجر,
store.editStore,Edit store,تحرير المتجر,
store.enableTaxInclusivePricing,Enable tax inclusive pricing,تمكين التسعير الشامل للضرائب,
store.inviteLinkTemplate,Invite link template,قالب رابط الدعوة,
store.localeAlreadyAdded,The locale has already been added to your store.,,
store.locales,Locales,,
store.manageYourStoresDetails,Manage your store's details,إدارة تفاصيل متجرك,
store.paymentLinkTemplate,Payment link template,قالب رابط الدفع,
store.removeCurrencyWarning_one,You are about to remove {{count}} currency from your store. Ensure that you have removed all prices using the currency before proceeding.,أنت على وشك إزالة {{count}} عملة من متجرك. تأكد من إزالة جميع الأسعار التي تستخدم العملة قبل المتابعة.,
store.removeCurrencyWarning_other,You are about to remove {{count}} currencies from your store. Ensure that you have removed all prices using the currencies before proceeding.,أنت على وشك إزالة {{count}} عملات من متجرك. تأكد من إزالة جميع الأسعار التي تستخدم العملات قبل المتابعة.,
store.removeLocaleWarning_one,You are about to remove {{count}} locale from your store. Any translation using this locale will be removed.,,
store.removeLocaleWarning_other,You are about to remove {{count}} locales from your store. Any translation using these locales will be removed.,,
store.swapLinkTemplate,Swap link template,قالب رابط التبديل,
store.toast.currenciesRemoved,Removed currencies from the store successfully,تمت إزالة العملات من المتجر بنجاح,
store.toast.currenciesUpdated,Currencies updated successfully,تم تحديث العملات بنجاح,
store.toast.localesRemoved,Removed locales from the store successfully,,
store.toast.localesUpdated,Locales updated successfully,,
store.toast.update,Store successfully updated,تم تحديث المتجر بنجاح,
store.toast.updatedTaxInclusivitySuccessfully,Tax inclusive pricing updated successfully,تم تحديث التسعير الشامل للضرائب بنجاح,
taxRegions.canton.create.header,Create Canton Tax Region,إنشاء منطقة ضريبية للكانتون,
taxRegions.canton.create.hint,Create a new tax region to define tax rates for a specific canton.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لكانتون معين.,
taxRegions.canton.header,Cantons,الكانتونات,
taxRegions.county.create.header,Create County Tax Region,إنشاء منطقة ضريبية للمقاطعة,
taxRegions.county.create.hint,Create a new tax region to define tax rates for a specific county.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمقاطعة معينة.,
taxRegions.county.header,Counties,المقاطعات,
taxRegions.create.errors.missingCountry,Country is required when creating a tax region.,,
taxRegions.create.errors.missingProvider,Provider is required when creating a tax region.,,
taxRegions.create.errors.nameIsRequired,,الاسم مطلوب عند إنشاء معدل ضريبة افتراضي.,
taxRegions.create.errors.rateIsRequired,,معدل الضريبة مطلوب عند إنشاء معدل ضريبة افتراضي.,
taxRegions.create.header,Create Tax Region,إنشاء منطقة ضريبية,
taxRegions.create.hint,Create a new tax region to define tax rates for a specific country.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لدولة معينة.,
taxRegions.create.successToast,The tax region was successfully created.,تم إنشاء المنطقة الضريبية بنجاح.,
taxRegions.delete.confirmation,You are about to delete a tax region. This action cannot be undone.,أنت على وشك حذف منطقة ضريبية. لا يمكن التراجع عن هذا الإجراء.,
taxRegions.delete.successToast,The tax region was successfully deleted.,تم حذف المنطقة الضريبية بنجاح.,
taxRegions.department.create.header,Create Department Tax Region,إنشاء منطقة ضريبية للقسم,
taxRegions.department.create.hint,Create a new tax region to define tax rates for a specific department.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لقسم معين.,
taxRegions.department.header,Departments,الأقسام,
taxRegions.district.create.header,Create District Tax Region,إنشاء منطقة ضريبية للمنطقة,
taxRegions.district.create.hint,Create a new tax region to define tax rates for a specific district.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمنطقة معينة.,
taxRegions.district.header,Districts,المناطق,
taxRegions.domain,Tax Regions,مناطق الضرائب,
taxRegions.edit.header,Edit Tax Region,,
taxRegions.edit.hint,Edit the tax region details.,,
taxRegions.edit.successToast,The tax region was successfully updated.,,
taxRegions.emirate.create.header,Create Emirate Tax Region,إنشاء منطقة ضريبية للإمارة,
taxRegions.emirate.create.hint,Create a new tax region to define tax rates for a specific emirate.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لإمارة معينة.,
taxRegions.emirate.header,Emirates,الإمارات,
taxRegions.fields.defaultTaxRate.action,Create default tax rate,إنشاء معدل ضريبة افتراضي,
taxRegions.fields.defaultTaxRate.label,Default tax rate,معدل الضريبة الافتراضي,
taxRegions.fields.defaultTaxRate.tooltip,The default tax rate for this region. An example is the standard VAT rate for a country or region.,معدل الضريبة الافتراضي لهذه المنطقة. مثال على ذلك هو معدل ضريبة القيمة المضافة القياسي لدولة أو منطقة.,
taxRegions.fields.isCombinable.false,Not combinable,غير قابل للجمع,
taxRegions.fields.isCombinable.hint,Whether this tax rate can be combined with the default rate from the tax region.,ما إذا كان يمكن جمع هذا معدل الضريبة مع المعدل الافتراضي من المنطقة الضريبية.,
taxRegions.fields.isCombinable.label,Combinable,قابل للجمع,
taxRegions.fields.isCombinable.true,Combinable,قابل للجمع,
taxRegions.fields.noDefaultRate.label,No default rate,لا يوجد معدل افتراضي,
taxRegions.fields.noDefaultRate.tooltip,"This tax region does not have a default tax rate. If there is a standard rate, such as a country's VAT, please add it to this region.",هذه المنطقة الضريبية لا تحتوي على معدل ضريبة افتراضي. إذا كان هناك معدل قياسي، مثل ضريبة القيمة المضافة لدولة، يرجى إضافته إلى هذه المنطقة.,
taxRegions.fields.sublevels.alert.action,Enable sublevel regions,تمكين المناطق الفرعية,
taxRegions.fields.sublevels.alert.description,"Sublevel regions are disabled for this region by default. You can enable them to create sublevel regions like provinces, states, or territories.",تم تعطيل المناطق الفرعية لهذه المنطقة افتراضيًا. يمكنك تمكينها لإنشاء مناطق فرعية مثل المحافظات أو الولايات أو الأقاليم.,
taxRegions.fields.sublevels.alert.header,Sublevel regions are disabled for this tax region,تم تعطيل المناطق الفرعية لهذه المنطقة الضريبية,
taxRegions.fields.sublevels.labels.canton,Canton,الكانتون,
taxRegions.fields.sublevels.labels.county,County,المقاطعة,
taxRegions.fields.sublevels.labels.department,Department,القسم,
taxRegions.fields.sublevels.labels.district,District,المنطقة,
taxRegions.fields.sublevels.labels.emirate,Emirate,الإمارة,
taxRegions.fields.sublevels.labels.governorate,Governorate,المحافظة,
taxRegions.fields.sublevels.labels.prefecture,Prefecture,المحافظة,
taxRegions.fields.sublevels.labels.province,Province,المحافظة,
taxRegions.fields.sublevels.labels.region,Region,المنطقة,
taxRegions.fields.sublevels.labels.state,State,الولاية,
taxRegions.fields.sublevels.labels.stateOrTerritory,State/Territory,الولاية/الإقليم,
taxRegions.fields.sublevels.labels.sublevel,Sublevel code,رمز المستوى الفرعي,
taxRegions.fields.sublevels.labels.territory,Territory,الإقليم,
taxRegions.fields.sublevels.placeholders.canton,Select canton,اختر الكانتون,
taxRegions.fields.sublevels.placeholders.county,Select county,اختر المقاطعة,
taxRegions.fields.sublevels.placeholders.department,Select department,اختر القسم,
taxRegions.fields.sublevels.placeholders.district,Select district,اختر المنطقة,
taxRegions.fields.sublevels.placeholders.emirate,Select emirate,اختر الإمارة,
taxRegions.fields.sublevels.placeholders.governorate,Select governorate,اختر المحافظة,
taxRegions.fields.sublevels.placeholders.prefecture,Select prefecture,اختر المحافظة,
taxRegions.fields.sublevels.placeholders.province,Select province,اختر المحافظة,
taxRegions.fields.sublevels.placeholders.region,Select region,اختر المنطقة,
taxRegions.fields.sublevels.placeholders.state,Select state,اختر الولاية,
taxRegions.fields.sublevels.placeholders.stateOrTerritory,Select state/territory,اختر الولاية/الإقليم,
taxRegions.fields.sublevels.placeholders.territory,Select territory,اختر الإقليم,
taxRegions.fields.sublevels.tooltips.notPartOfCountry,{{province}} does not appear to be part of {{country}}. Please double-check if this is correct.,{{province}} لا يبدو أنها جزء من {{country}}. يرجى التحقق مرة أخرى إذا كان هذا صحيحًا.,
taxRegions.fields.sublevels.tooltips.sublevel,Enter the ISO 3166-2 code for the sublevel tax region.,أدخل رمز ISO 3166-2 لمنطقة الضريبة الفرعية.,
taxRegions.fields.targets.action,Add target,إضافة هدف,
taxRegions.fields.targets.additionalValues_one,and {{count}} more value,و {{count}} قيمة أخرى,
taxRegions.fields.targets.additionalValues_other,and {{count}} more values,و {{count}} قيم أخرى,
taxRegions.fields.targets.hint,Select the targets that this tax rate will apply to.,حدد الأهداف التي سيطبق عليها هذا معدل الضريبة.,
taxRegions.fields.targets.label,Targets,الأهداف,
taxRegions.fields.targets.modal.header,Add targets,إضافة الأهداف,
taxRegions.fields.targets.numberOfTargets_one,{{count}} target,{{count}} هدف,
taxRegions.fields.targets.numberOfTargets_other,{{count}} targets,{{count}} أهداف,
taxRegions.fields.targets.operators.and,and,و,
taxRegions.fields.targets.operators.in,in,في,
taxRegions.fields.targets.operators.on,on,على,
taxRegions.fields.targets.options.customerGroup,Customer groups,مجموعات العملاء,
taxRegions.fields.targets.options.product,Products,المنتجات,
taxRegions.fields.targets.options.productCollection,Product collections,مجموعات المنتجات,
taxRegions.fields.targets.options.productTag,Product tags,علامات المنتجات,
taxRegions.fields.targets.options.productType,Product types,أنواع المنتجات,
taxRegions.fields.targets.options.shippingOption,Shipping options,,
taxRegions.fields.targets.placeholders.customerGroup,Search for customer groups,البحث عن مجموعات العملاء,
taxRegions.fields.targets.placeholders.product,Search for products,البحث عن المنتجات,
taxRegions.fields.targets.placeholders.productCollection,Search for product collections,البحث عن مجموعات المنتجات,
taxRegions.fields.targets.placeholders.productTag,Search for product tags,البحث عن علامات المنتجات,
taxRegions.fields.targets.placeholders.productType,Search for product types,البحث عن أنواع المنتجات,
taxRegions.fields.targets.placeholders.shippingOption,Search for shipping options,,
taxRegions.fields.targets.tags.customerGroup,Customer group,مجموعة العملاء,
taxRegions.fields.targets.tags.product,Product,المنتج,
taxRegions.fields.targets.tags.productCollection,Product collection,مجموعة المنتجات,
taxRegions.fields.targets.tags.productTag,Product tag,علامة المنتج,
taxRegions.fields.targets.tags.productType,Product type,نوع المنتج,
taxRegions.fields.targets.tags.shippingOption,Shipping option,,
taxRegions.fields.targets.values_one,{{count}} value,{{count}} قيمة,
taxRegions.fields.targets.values_other,{{count}} values,{{count}} قيم,
taxRegions.fields.taxCode,Tax code,رمز الضريبة,
taxRegions.fields.taxProvider,Tax provider,,
taxRegions.fields.taxRate,Tax rate,معدل الضريبة,
taxRegions.governorate.create.header,Create Governorate Tax Region,إنشاء منطقة ضريبية للمحافظة,
taxRegions.governorate.create.hint,Create a new tax region to define tax rates for a specific governorate.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمحافظة معينة.,
taxRegions.governorate.header,Governorates,المحافظات,
taxRegions.list.hint,Manage what you charge your customers when they shop from different countries and regions.,إدارة ما تفرضه على عملائك عند التسوق من دول ومناطق مختلفة.,
taxRegions.prefecture.create.header,Create Prefecture Tax Region,إنشاء منطقة ضريبية للمحافظة,
taxRegions.prefecture.create.hint,Create a new tax region to define tax rates for a specific prefecture.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمحافظة معينة.,
taxRegions.prefecture.header,Prefectures,المحافظات,
taxRegions.provider.header,Tax Provider,,
taxRegions.province.create.header,Create Province Tax Region,إنشاء منطقة ضريبية للمحافظة,
taxRegions.province.create.hint,Create a new tax region to define tax rates for a specific province.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمحافظة معينة.,
taxRegions.province.header,Provinces,المحافظات,
taxRegions.region.create.header,Create Region Tax Region,إنشاء منطقة ضريبية للمنطقة,
taxRegions.region.create.hint,Create a new tax region to define tax rates for a specific region.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمنطقة معينة.,
taxRegions.region.header,Regions,المناطق,
taxRegions.state.create.header,Create State Tax Region,إنشاء منطقة ضريبية للولاية,
taxRegions.state.create.hint,Create a new tax region to define tax rates for a specific state.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لولاية معينة.,
taxRegions.state.header,States,الولايات,
taxRegions.stateOrTerritory.create.header,Create State/Territory Tax Region,إنشاء منطقة ضريبية للولاية/الإقليم,
taxRegions.stateOrTerritory.create.hint,Create a new tax region to define tax rates for a specific state/territory.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لولاية/إقليم معين.,
taxRegions.stateOrTerritory.header,States or Territories,الولايات أو الأقاليم,
taxRegions.sublevel.create.header,Create Sublevel Tax Region,إنشاء منطقة ضريبية للمستوى الفرعي,
taxRegions.sublevel.create.hint,Create a new tax region to define tax rates for a specific sublevel.,إنشاء منطقة ضريبية جديدة لتحديد معدلات الضرائب لمستوى فرعي معين.,
taxRegions.sublevel.header,Sublevels,المستويات الفرعية,
taxRegions.taxOverrides.create.header,Create Override,إنشاء تجاوز,
taxRegions.taxOverrides.create.hint,Create a tax rate that overrides the default tax rates for selected conditions.,إنشاء معدل ضريبة يتجاوز معدلات الضرائب الافتراضية للظروف المحددة.,
taxRegions.taxOverrides.edit.header,Edit Override,تحرير التجاوز,
